bfs_number,rooms,area,price,postalcode,address,town,description_raw,bfs_name,pop,pop_dens,frg_pct,emp,tax_income
191,2.5,55,2417,8600,8600 Dübendorf, Dübendorf,"«MÖBLIERT, TEMPORÄR: 2½ ZIMMER-LOFT IN DÜBENDORF (ZH)»",Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,2.5,129,2230,8600,"Seidenstr. 12, 8600 Dübendorf", Dübendorf,«MIETEN OHNE KAUTION-Grosszügige und moderne 2.5 Zimmer-Wohnung im Neugut!»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,3.5,99,2238,8600,"Höglerstr. 32, 8600 Dübendorf", Dübendorf,«Gemütliche Wohnung in grüner Umgebung»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,2.0,66,1650,8600,"Seidenstr. 26, 8600 Dübendorf", Dübendorf,«Perfekte Single Wohnung sucht neuen Mieter»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,1.0,8,86,8600,"Bahnhofstrasse 55, 8600 Dübendorf", Dübendorf,"«Mansarde als Bastelraum, Abstellraum (nicht als Wohnung zu benutzen)»",Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,2.0,66,1650,8600,"Seidenstr. 20, 8600 Dübendorf", Dübendorf,«MIETEN OHNE KAUTION! Gemütliche 2-Zimmerwohnung»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,3.5,105,2400,8600,"Seidenstr. 16, 8600 Dübendorf", Dübendorf,«MIETEN OHNE KAUTION - Ihr Traum!»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,3.5,83,2080,8600,"Giessenstrasse 1, 8600 Dübendorf", Dübendorf,«Modernes Wohnen»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,2.5,65,2050,8600,"Giessen-Lab, 8600 Dübendorf", Dübendorf,«Giessen-lab - Der Spot für Singles und Paare»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
191,3.5,75,2320,8600,"Giessen-Lab, 8600 Dübendorf", Dübendorf,«Ihr Zuhause ist Ihre Oase»,Dübendorf,29303,2151.4684287812,35.9451250725,20104.0,79563
213,5.5,270,4600,8311,"Zelgliweg 5, 8311 Brütten", Brütten,«Attikawohnung in Brütten»,Brütten,2067,313.1818181818,7.5471698113,388.0,102330
213,6.5,227,3540,8311,8311 Brütten, Brütten,«DACHGESCHOSS IM SONNIGEN UND RUHIGEN BRÜTTEN»,Brütten,2067,313.1818181818,7.5471698113,388.0,102330
91,5.5,150,2850,8166,"Murzlenstrasse 5, 8166 Niederweningen", Niederweningen,«Ein Traum für Familien ...»,Niederweningen,3073,448.6131386861,17.0517409697,843.0,86604
91,4.5,112,2495,8166,"Gumpenwisenstrasse 10, 8166 Niederweningen", Niederweningen,«Charmante GARTENwohnung»,Niederweningen,3073,448.6131386861,17.0517409697,843.0,86604
91,4.5,102,2650,8166,"Surbgasse 9, 8166 Niederweningen", Niederweningen,«Sie sind der Erste!»,Niederweningen,3073,448.6131386861,17.0517409697,843.0,86604
91,4.5,111,2700,8166,"Murzlenstrasse 66, 8166 Niederweningen", Niederweningen,«Wunderschöne Gartenwohnung - Erstvermietung»,Niederweningen,3073,448.6131386861,17.0517409697,843.0,86604
91,4.5,111,2800,8166,"Murzlenstrasse 66, 8166 Niederweningen", Niederweningen,«Heimelige Dachwohnung an der Surb»,Niederweningen,3073,448.6131386861,17.0517409697,843.0,86604
51,3.5,126,3850,8184,8184 Bachenbülach, Bachenbülach,«WOHNOASE MIT TRAUMHAFTER AUSSICHT»,Bachenbülach,4180,969.837587007,24.7846889952,1848.0,80529
51,4.5,117,2565,8184,"Länggenstrasse 18, 8184 Bachenbülach", Bachenbülach,«Moderne und grosszügige Familienwohnung mit begrüntem Sitzplatz»,Bachenbülach,4180,969.837587007,24.7846889952,1848.0,80529
199,4.5,116,2595,8604,"In der Höh 5, 8604 Volketswil", Volketswil,«HINDERNISFREI UND BEHINDERTENGERECHT WOHNEN»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,5.5,171,4354,8604,"Riedstr. 28, 8604 Volketswil", Volketswil,«Wohnträume werden Wirklichkeit»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,4.5,109,2490,8604,"Grindelstrasse 45, 8604 Volketswil", Volketswil,«Grosszügige Maisonette-Wohnung mit zwei Sitzplätzen»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,4.0,86,1798,8604,"Sunnebüelstr. 33, 8604 Volketswil", Volketswil,«Verglaster Balkon und gepflegte Grünanlage»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,3.5,105,2705,8604,"In der Höh 24, 8604 Volketswil", Volketswil,«Suchen Sie eine moderne Wohnung mit grosser Terrasse?»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,4.5,93,2300,8604,"Grindelstrasse 57, 8604 Volketswil", Volketswil,«Attraktive Wohnung mit grosszügiger Terrasse»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,4.5,107,2395,8604,"Ackerstr. 29, 8604 Volketswil", Volketswil,«Grosszügige Familienwohnung»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
199,5.5,160,3950,8605,"Pfäffikerstrasse 112, 8605 Gutenswil", Gutenswil,«Luxuriöse und möblierte 5.5-Zimmer-Maisonettewohnung mit Sonnenterrasse in Gutenswil»,Volketswil,18640,1327.6353276353,24.597639485,11193.0,82135
87,4.5,144,2950,8115,8115 Hüttikon, Hüttikon,«FAMILIENFREUNDLICH MIT SONNIGEM GARTENSITZPLATZ»,Hüttikon,952,598.7421383648,15.8613445378,129.0,96419
298,3.5,109,2750,8544,"Hauptstrasse 1e, 8544 Attikon", Attikon,"«Einzigartig! Neubau 3.5 Z-Dachwohnung mit Balkon, Ankleide und gr. Estrich»",Wiesendangen,6594,343.9749608764,8.932362754,1573.0,85661
298,4.5,121,3020,8544,"Hauptstrasse 1d, 8544 Attikon", Attikon,«Gelegenheit! 4.5 Z-Wohnung im Eigentumsstandard»,Wiesendangen,6594,343.9749608764,8.932362754,1573.0,85661
298,4.5,100,3350,8542,"Leingrüeblerstrasse 12, 8542 Wiesendangen", Wiesendangen,«Erstbezug nach Komplettsanierung»,Wiesendangen,6594,343.9749608764,8.932362754,1573.0,85661
113,4.5,132,3100,8635,"Edikerstrasse 14, 8635 Dürnten", Dürnten,"«Neuwertige, moderne Wohnung mit verglaster Loggia und schöner Fernsicht»",Dürnten,7606,744.2270058708,18.3933736524,1836.0,74686
113,4.5,99,2070,8632,"Nauenstrasse 42, 8632 Tann", Tann,«Familienfreundliche Wohnung»,Dürnten,7606,744.2270058708,18.3933736524,1836.0,74686
9,4.5,101,2850,8932,8932 Mettmenstetten, Mettmenstetten,«HELLER NEUBAU - VIEL PLATZ UND SCHÖNEM BALKON»,Mettmenstetten,5200,399.07904835,14.7692307692,1680.0,93140
55,5.5,140,3200,8193,"Steig 37, 8193 Eglisau", Eglisau,"«Traumhafte, helle und grosszügige Attika-Wohnung»",Eglisau,5339,589.293598234,24.1430979584,1536.0,87906
55,5.5,141,2655,8193,"Bahnstr. 90, 8193 Eglisau", Eglisau,«Traumhafte Attikawohnung mit 2 Dachterrassen»,Eglisau,5339,589.293598234,24.1430979584,1536.0,87906
55,5.5,141,2660,8193,"Bahnstr. 92, 8193 Eglisau", Eglisau,«Attikawohnung in ländlicher Umgebung»,Eglisau,5339,589.293598234,24.1430979584,1536.0,87906
83,2.5,81,2010,8107,"Mülibachstr. 52/Haus I, 8107 Buchs ZH", Buchs ZH,«Ihr neues Zuhause»,Buchs (ZH),6565,1124.1438356164,26.0472201066,2327.0,77391
54,7.5,200,4700,8305,"Bassersdorferstrasse 9, 8305 Dietlikon", Dietlikon,«7.5 Zimmer-Attikawohnung zu vermieten»,Dietlikon,7847,1846.3529411765,25.7678093539,5808.0,82156
54,4.5,114,3500,8305,"Grundstrasse 5, 8305 Dietlikon", Dietlikon,«Geräumige 4.5 Zimmer-Wohnung in Dietlikon»,Dietlikon,7847,1846.3529411765,25.7678093539,5808.0,82156
54,2.5,65,1833,8305,"Dornenstrasse 26, 8305 Dietlikon", Dietlikon,«Top moderne Wohnung im Erdgeschoss»,Dietlikon,7847,1846.3529411765,25.7678093539,5808.0,82156
54,4.5,118,2940,8305,"Riedmühlestr. 7d, 8305 Dietlikon", Dietlikon,«Leben am Puls der Zeit»,Dietlikon,7847,1846.3529411765,25.7678093539,5808.0,82156
54,4.5,102,2650,8305,"Riedmühlestr. 7b, 8305 Dietlikon", Dietlikon,«Attraktiver Grundriss»,Dietlikon,7847,1846.3529411765,25.7678093539,5808.0,82156
69,7.5,200,4700,8305,"Bassersdorferstrasse 9, 8305 Dietlikon", Dietlikon,«7.5 Zimmer-Attikawohnung zu vermieten»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,4.5,114,3500,8305,"Grundstrasse 5, 8305 Dietlikon", Dietlikon,«Geräumige 4.5 Zimmer-Wohnung in Dietlikon»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,2.5,65,1833,8305,"Dornenstrasse 26, 8305 Dietlikon", Dietlikon,«Top moderne Wohnung im Erdgeschoss»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,4.5,118,2940,8305,"Riedmühlestr. 7d, 8305 Dietlikon", Dietlikon,«Leben am Puls der Zeit»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,4.5,102,2650,8305,"Riedmühlestr. 7b, 8305 Dietlikon", Dietlikon,«Attraktiver Grundriss»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,2.5,70,3680,8304,8304 Wallisellen, Wallisellen,"«HOCHWERTIG MÖBLIERT, AN EXZELLENTER LAGE»",Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,3.5,78,2950,8304,"Neugutstrasse 25, 8304 Wallisellen", Wallisellen,«3.5 room flat is in the centre of Zurich-Wallisellen/3.5 Zimmerwohnung»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,3.5,129,2520,8304,"Im Langacker 15, 8304 Wallisellen", Wallisellen,"«MIETEN OHNE DEPOT - Grosszügige, sehr zentrale Wohnung im Grünen»",Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
69,4.5,147,3980,8304,"Churfirstenstrasse 16, 8304 Wallisellen", Wallisellen,«Lichtdurchfluteter Wohnraum in Wallisellen»,Wallisellen,16841,2623.2087227414,31.0135977674,20325.0,86973
97,2.0,48,2850,8153,8153 Rümlang, Rümlang,«Business Apartments in Fluhghafennähe»,Rümlang,8233,663.4165995165,29.819021013,6277.0,71944
227,2.5,52,1590,8472,"Hettlingerstrasse 1, 8472 Seuzach", Seuzach,«Dachwohnung mit Flair»,Seuzach,7440,984.126984127,13.3198924731,2641.0,89559
227,4.5,122,3040,8472,"Haldenstrasse 3, 8472 Seuzach", Seuzach,«Neubauwohnung im Eigentumstandard»,Seuzach,7440,984.126984127,13.3198924731,2641.0,89559
63,5.5,120,3500,8426,8426 Lufingen, Lufingen,"«MÖBLIERT, TEMPORÄR: 5½ ZIMMER-HAUS IN LUFINGEN (ZH)»",Lufingen,2417,466.6023166023,19.1146048821,407.0,94684
63,4.5,113,2790,8426,"Aspbachstrasse 2, 8426 Lufingen", Lufingen,«4.5 Zimmer-Wohnung 1. OG»,Lufingen,2417,466.6023166023,19.1146048821,407.0,94684
63,2.5,55,1820,8426,"Aspbachstrasse 4, 8426 Lufingen", Lufingen,«Ein zuhause für Singles»,Lufingen,2417,466.6023166023,19.1146048821,407.0,94684
72,4.5,96,2540,8185,"Spichergasse 3, 8185 Winkel", Winkel,«Ein schönes Daheim für die ganze Familie»,Winkel,4535,559.186189889,14.9503858875,981.0,113301
56,3.5,100,2700,8424,"Chüngstrasse 31, 8424 Embrach", Embrach,«Topmoderne 3.5 Zimmer-Wohnung mit Sitzplatz und Gewölbeweinkeller in ruhigem Quartier»,Embrach,9421,741.811023622,28.0437320879,3591.0,73330
56,5.5,139,3873,8424,"Im Grund 21, 8424 Embrach", Embrach,«5.5-Zimmerwohnung Attika mit 2 grossen Terrassen»,Embrach,9421,741.811023622,28.0437320879,3591.0,73330
56,3.5,83,2100,8424,"Wildbachstrasse 9, 8424 Embrach", Embrach,«Modernes und gemütliches Wohnen»,Embrach,9421,741.811023622,28.0437320879,3591.0,73330
56,4.5,87,1907,8424,"Kellersackerstr. 13, 8424 Embrach", Embrach,«Ruhiges zentrales Wohnen»,Embrach,9421,741.811023622,28.0437320879,3591.0,73330
5,3.5,89,2290,8908,"Alte Zwillikerstrasse 9, 8908 Hedingen", Hedingen,«Attraktive 3.5 Zimmerwohnung»,Hedingen,3778,578.5604900459,16.4107993647,1478.0,94456
5,3.5,86,2950,8908,"Bachtalenstrasse 4, 8908 Hedingen", Hedingen,«TRAUMAUSSICHT AN TRAUMLAGE»,Hedingen,3778,578.5604900459,16.4107993647,1478.0,94456
5,6.5,140,3950,8908,"Tannenweg 12, 8908 Hedingen", Hedingen,«Frisch saniertes Reiheneckhaus in der Nähe von Zürich mit Aussicht»,Hedingen,3778,578.5604900459,16.4107993647,1478.0,94456
5,2.5,75,2246,8908,"Alte Zwillikerstrasse 1, 8908 Hedingen", Hedingen,«Attraktive Attikawohnung mit grosser Terrasse!»,Hedingen,3778,578.5604900459,16.4107993647,1478.0,94456
296,3.5,77,1720,8307,"Brandrietstrasse 27, 8307 Effretikon", Effretikon,«Gemütliche 3.5-Zimmerwohnung direkt beim Bahnhof»,Illnau-Effretikon,17333,526.678821027,27.4159118445,6954.0,73095
296,3.0,68,1650,8307,"Vogelbuckstrasse 25, 8307 Effretikon", Effretikon,«Moderne Wohnung an ruhiger Lage»,Illnau-Effretikon,17333,526.678821027,27.4159118445,6954.0,73095
194,3.5,132,2580,8606,8606 Nänikon, Nänikon,«3 3/4-Zimmer-Wohnung mitten in Nänikon wo sich alt und neu verbinden»,Greifensee,5385,2372.2466960352,20.1671309192,1663.0,89901
194,2.0,55,1446,8606,"Müllerwis 19, 8606 Greifensee", Greifensee,«Singelwohnung sucht Mieter!»,Greifensee,5385,2372.2466960352,20.1671309192,1663.0,89901
194,4.5,97,2110,8606,"Burstwiesenstrasse 37, 8606 Greifensee", Greifensee,«4.5-Zimmerwohnung am schönen Greifensee»,Greifensee,5385,2372.2466960352,20.1671309192,1663.0,89901
194,5.0,94,1860,8606,"Am Pfisterhölzli 17, 8606 Greifensee", Greifensee,«Gepflegte Überbauung im Grünen»,Greifensee,5385,2372.2466960352,20.1671309192,1663.0,89901
10,4.5,104,3200,8912,8912 Obfelden, Obfelden,«MODERNES WOHNEN MIT KOMFORT UND NACHHALTIGKEIT»,Obfelden,5721,758.7533156499,21.4647788848,1252.0,78384
101,2.0,72,1850,8162,8162 Steinmaur, Steinmaur,«CHARMANTE WOHLFÜHLOASE»,Steinmaur,3609,384.3450479233,27.1266278748,824.0,78042
101,4.5,120,2380,8162,"Mülliweiherstrasse 5, 8162 Steinmaur", Steinmaur,«Luxuriöse 4 1/2 Minergie Wohnung mit atemberaubende Aussicht und zwei Balkone»,Steinmaur,3609,384.3450479233,27.1266278748,824.0,78042
177,3.5,68,1950,8330,"Hittnauerstrasse 1a, 8330 Pfäffikon ZH", Pfäffikon ZH,«Im Widenwies - Zentral wohnen und naturnah leben nähe See»,Pfäffikon,12164,623.4751409534,19.0891154226,5895.0,80310
177,3.5,70,1600,8330,"Seestrasse 36, 8330 Pfäffikon ZH", Pfäffikon ZH,«3.5-Zimmer-Wohnung im Herzen von Pfäffikon»,Pfäffikon,12164,623.4751409534,19.0891154226,5895.0,80310
177,3.5,81,1700,8330,8330 Pfäffikon ZH, Pfäffikon ZH,"«CHARMANT, HELL, AN IDEALER LAGE»",Pfäffikon,12164,623.4751409534,19.0891154226,5895.0,80310
177,3.0,62,1627,8330,"Hofwiesenstrasse 2, 8330 Pfäffikon ZH", Pfäffikon ZH,«Schöne Wohnung in gepflegter Liegenschaft zu vermieten»,Pfäffikon,12164,623.4751409534,19.0891154226,5895.0,80310
177,4.5,95,2040,8330,"Schärackerstrasse 25, 8330 Pfäffikon ZH", Pfäffikon ZH,«Schöne 4.5 Zimmer-Wohnung nähe Bahnhof»,Pfäffikon,12164,623.4751409534,19.0891154226,5895.0,80310
89,3.0,56,1690,8172,"Kaiserstuhlstrasse 47, 8172 Niederglatt ZH", Niederglatt ZH,«Gemütliche Wohnung nähe Flughafen»,Niederglatt,4993,1386.9444444444,26.0564790707,1398.0,74085
89,2.5,52,1583,8172,"In der Sagi 1, 8172 Niederglatt ZH", Niederglatt ZH,«***Endlich meine Wohnung***»,Niederglatt,4993,1386.9444444444,26.0564790707,1398.0,74085
89,5.5,170,2960,8172,"Alte Poststr. 7, 8172 Niederglatt ZH", Niederglatt ZH,«Ihr Wohntraum in Niederglatt wartet auf Sie!»,Niederglatt,4993,1386.9444444444,26.0564790707,1398.0,74085
200,4.5,95,2200,8306,"Obere Wangenstr. 10, 8306 Brüttisellen", Brüttisellen,«Heimelige Wohnung in Brüttisellen mieten»,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,84772
200,3.5,72,1890,8306,"Obere Wangenstr. 8, 8306 Brüttisellen", Brüttisellen,«Ruhige Wohnung in Brüttisellen mieten»,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,84772
200,2.5,95,2130,8306,"Stationsstrasse 8, 8306 Brüttisellen", Brüttisellen,«Grosse Dachwohnung mit Loftfeeling»,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,84772
38,5.5,200,2840,8462,"Poststrasse 6, 8462 Rheinau", Rheinau,«Exklusive Wohnung in der Nähe des Rheinfalls»,Rheinau,1316,147.3684210526,19.6808510638,694.0,72743
38,5.5,100,2000,8462,"Poststrasse 61, 8462 Rheinau", Rheinau,«Maisonette-Wohnung mit Weitsicht»,Rheinau,1316,147.3684210526,19.6808510638,694.0,72743
248,2.5,82,2990,8142,"Sonnhaldenstrasse 14, 8142 Uitikon Waldegg", Uitikon Waldegg,«New 2.5 - room apartment in tax-friendly Uitikon»,Uitikon,4668,1065.7534246575,18.9374464439,1074.0,161425
3,2.5,68,1840,8906,"Isenbachweg 10, 8906 Bonstetten", Bonstetten,"«Ihre neue Wohnoase in der trendigen Überbauung ""Hofwies""»",Bonstetten,5572,749.932705249,16.5649676956,1014.0,91002
3,4.5,104,2055,8906,"Dorfstr. 17, 8906 Bonstetten", Bonstetten,«Grosszügige 4.5 Maisonette WHG sucht Nachmieter»,Bonstetten,5572,749.932705249,16.5649676956,1014.0,91002
196,4.5,98,1950,8617,"Langenmattstrasse 14, 8617 Mönchaltorf", Mönchaltorf,«Naturnahes Familienparadies: 4.5-Zimmer-Wohnung in Mönchaltorf zu vermieten»,Mönchaltorf,3898,513.5704874835,17.1626475115,1360.0,78986
4,5.5,175,3720,8915,"Oberalbis 10, 8915 Hausen am Albis", Hausen am Albis,«Wohnung inGrosser stimmungsvoller 5 1/2 Hausteil mit Garten Hausen am Albis»,Hausen am Albis,3751,275.8088235294,16.0223940283,1021.0,91766
173,4.5,130,2400,8335,"Isikerstrasse 26, 8335 Hittnau", Hittnau,«Gemütliches Wohnen in Hittnau»,Hittnau,3664,282.9343629344,7.6692139738,783.0,79838
192,3.5,102,2272,8132,"Bachtelweg 2, 8132 Egg b. Zürich", Egg b. Zürich,«Terrassen Wohnung mit schöner Aussicht zu vermieten»,Egg,8796,605.3682037164,19.9181446112,2469.0,94471
